CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.208/0001-00;2010-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.02;Efeito Fiscal;1533.0000000000;N
00.000.208/0001-00;2010-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;261241.0000000000;S
00.000.208/0001-00;2010-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;254292.0000000000;S
00.000.208/0001-00;2010-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;6949.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.001.180/0001-26;2010-12-31;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;71190.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;19617.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;71190.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;19617.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;52535.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;2798.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;18655.0000000000;S
00.070.698/0001-11;2010-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;16819.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;488336.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;364349.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;-248438.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;14532.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.01;Ágio na aquisição de coligada;-246544.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.01;Ágio na aquisição de coligada;0.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.02;Ganho (Perda) em instrumentos financeiros em controladas;-2871.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.02;Ganho (Perda) em instrumentos financeiros em controladas;22019.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.03;Efeitos fiscais sobre instrumentos financeiros em controladas;977.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.03;Efeitos fiscais sobre instrumentos financeiros em controladas;-7486.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.04;Ajustes acumulados de conversao;0.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.04;Ajustes acumulados de conversao;-1.0000000000;N
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;239898.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;378881.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;231810.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;373322.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;8088.0000000000;S
00.095.147/0001-02;2010-12-31;1;VBC ENERGIA SA;014540;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;5559.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;735948.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;307151.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;735948.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;307151.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;735948.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;307151.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.108.786/0001-65;2010-12-31;2;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;-1105.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;1375.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;11344.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;-4806.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.01;Ganhos (Perdas) em Ativos Financeiros Disponíveis para Venda;17188.0000000000;N
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.01;Ganhos (Perdas) em Ativos Financeiros Disponíveis para Venda;-7282.0000000000;N
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.02;Imposto de Renda e Contribuição Social Diferidos;-5844.0000000000;N
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.02;Imposto de Renda e Contribuição Social Diferidos;2476.0000000000;N
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;10239.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;-3431.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;2208.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-1726.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;8031.0000000000;S
00.249.786/0001-85;2010-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;-1705.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;-461050.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;-626590.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;-461050.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;-626590.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-461050.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-626590.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.354.053/0001-00;2010-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
00.622.416/0001-41;2010-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
00.622.416/0001-41;2010-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
00.622.416/0001-41;2010-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.622.416/0001-41;2010-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
00.622.416/0001-41;2010-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
